 T: 2018-01-31 18:23:18,911 |L: INFO |TH: Agent: adapter run thread for test 'LoginAsROLUser' with id 'e87fd859-41dc-4b40-aa65-f80739e4ce64' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName =  ~ ~ClassName = CommonDefinition ~ MethodName = LaunchApplicationURL ~ Message = Entry ~ ScreenShot File = Not Applicable 
 T: 2018-01-31 18:23:43,768 |L: INFO |TH: Agent: adapter run thread for test 'ROLUserLodgesTheRequest' with id 'ad800b25-8537-447d-a8d1-09c05f882216' |L: MMSG.Automation |MSG:  UserName = 072270859 ~ Password = MOL1234 ~UserType=  ROLUser  ~ TransactionTimings =  ~ BrowserName = Chrome ~ ~ClassName = ContactPage ~ MethodName = ValidateUserDetailsinYourDetails ~ Message = Entry ~ ScreenShot File = Not Applicable 
 T: 2018-01-31 18:23:43,891 |L: INFO |TH: Agent: adapter run thread for test 'ROLUserLodgesTheRequest' with id 'ad800b25-8537-447d-a8d1-09c05f882216' |L: MMSG.Automation |MSG:  UserName = 072270859 ~ Password = MOL1234 ~UserType=  ROLUser  ~ TransactionTimings =  ~ BrowserName = Chrome ~ ~TestCaseName  = ValidateTheUserDetails ~ ScenarioName =ROL user Lodges the Request ~ Result = Assert Passed ~ Message=  ~ ScreenShot File = Not Applicable 
 T: 2018-01-31 18:23:43,891 |L: INFO |TH: Agent: adapter run thread for test 'ROLUserLodgesTheRequest' with id 'ad800b25-8537-447d-a8d1-09c05f882216' |L: MMSG.Automation |MSG:  UserName = 072270859 ~ Password = MOL1234 ~UserType=  ROLUser  ~ TransactionTimings =  ~ BrowserName = Chrome ~ ~ClassName = ContactDefinition ~ MethodName = VerifyDropDownAppeared ~ Message = Exit ~ ScreenShot File = Not Applicable 
 T: 2018-01-31 18:23:43,891 |L: INFO |TH: Agent: adapter run thread for test 'ROLUserLodgesTheRequest' with id 'ad800b25-8537-447d-a8d1-09c05f882216' |L: MMSG.Automation |MSG:  UserName = 072270859 ~ Password = MOL1234 ~UserType=  ROLUser  ~ TransactionTimings =  ~ BrowserName = Chrome ~ ~ClassName = ContactDefinition ~ MethodName = SelelctingTheDropDownInContactPage ~ Message = Entry ~ ScreenShot File = Not Applicable 
 T: 2018-01-31 18:23:43,891 |L: INFO |TH: Agent: adapter run thread for test 'ROLUserLodgesTheRequest' with id 'ad800b25-8537-447d-a8d1-09c05f882216' |L: MMSG.Automation |MSG:  UserName = 072270859 ~ Password = MOL1234 ~UserType=  ROLUser  ~ TransactionTimings =  ~ BrowserName = Chrome ~ ~ClassName = ContactPage ~ MethodName = ValidateUserDetailsinYourDetails ~ Message = Entry ~ ScreenShot File = Not Applicable 
 T: 2018-01-31 18:23:44,365 |L: INFO |TH: Agent: adapter run thread for test 'ROLUserLodgesTheRequest' with id 'ad800b25-8537-447d-a8d1-09c05f882216' |L: MMSG.Automation |MSG:  UserName = 072270859 ~ Password = MOL1234 ~UserType=  ROLUser  ~ TransactionTimings =  ~ BrowserName = Chrome ~ ~ClassName = ContactPage ~ MethodName = ValidateUserDetailsinYourDetails ~ Message = Entry ~ ScreenShot File = Not Applicable 
 T: 2018-01-31 18:23:44,931 |L: INFO |TH: Agent: adapter run thread for test 'ROLUserLodgesTheRequest' with id 'ad800b25-8537-447d-a8d1-09c05f882216' |L: MMSG.Automation |MSG:  UserName = 072270859 ~ Password = MOL1234 ~UserType=  ROLUser  ~ TransactionTimings =  ~ BrowserName = Chrome ~ ~ClassName = ContactDefinition ~ MethodName = SelelctingTheDropDownInContactPage ~ Message = Exit ~ ScreenShot File = Not Applicable 
 T: 2018-01-31 18:23:44,931 |L: INFO |TH: Agent: adapter run thread for test 'ROLUserLodgesTheRequest' with id 'ad800b25-8537-447d-a8d1-09c05f882216' |L: MMSG.Automation |MSG:  UserName = 072270859 ~ Password = MOL1234 ~UserType=  ROLUser  ~ TransactionTimings =  ~ BrowserName = Chrome ~ ~ClassName = ContactDefinition ~ MethodName = EnterTheValeInTextBox ~ Message = Entry ~ ScreenShot File = Not Applicable 
 T: 2018-01-31 18:23:44,931 |L: INFO |TH: Agent: adapter run thread for test 'ROLUserLodgesTheRequest' with id 'ad800b25-8537-447d-a8d1-09c05f882216' |L: MMSG.Automation |MSG:  UserName = 072270859 ~ Password = MOL1234 ~UserType=  ROLUser  ~ TransactionTimings =  ~ BrowserName = Chrome ~ ~ClassName = ContactPage ~ MethodName = ValidateUserDetailsinYourDetails ~ Message = Entry ~ ScreenShot File = Not Applicable 
 T: 2018-01-31 18:23:45,660 |L: INFO |TH: Agent: adapter run thread for test 'ROLUserLodgesTheRequest' with id 'ad800b25-8537-447d-a8d1-09c05f882216' |L: MMSG.Automation |MSG:  UserName = 072270859 ~ Password = MOL1234 ~UserType=  ROLUser  ~ TransactionTimings =  ~ BrowserName = Chrome ~ ~ClassName = ContactDefinition ~ MethodName = EnterTheValeInTextBox ~ Message = Exit ~ ScreenShot File = Not Applicable 
 T: 2018-01-31 18:23:45,660 |L: INFO |TH: Agent: adapter run thread for test 'ROLUserLodgesTheRequest' with id 'ad800b25-8537-447d-a8d1-09c05f882216' |L: MMSG.Automation |MSG:  UserName = 072270859 ~ Password = MOL1234 ~UserType=  ROLUser  ~ TransactionTimings =  ~ BrowserName = Chrome ~ ~ClassName = ContactDefinition ~ MethodName = EnterTheValeInTextBox ~ Message = Entry ~ ScreenShot File = Not Applicable 
 T: 2018-01-31 18:23:45,660 |L: INFO |TH: Agent: adapter run thread for test 'ROLUserLodgesTheRequest' with id 'ad800b25-8537-447d-a8d1-09c05f882216' |L: MMSG.Automation |MSG:  UserName = 072270859 ~ Password = MOL1234 ~UserType=  ROLUser  ~ TransactionTimings =  ~ BrowserName = Chrome ~ ~ClassName = ContactPage ~ MethodName = ValidateUserDetailsinYourDetails ~ Message = Entry ~ ScreenShot File = Not Applicable 
 T: 2018-01-31 18:23:46,358 |L: INFO |TH: Agent: adapter run thread for test 'ROLUserLodgesTheRequest' with id 'ad800b25-8537-447d-a8d1-09c05f882216' |L: MMSG.Automation |MSG:  UserName = 072270859 ~ Password = MOL1234 ~UserType=  ROLUser  ~ TransactionTimings =  ~ BrowserName = Chrome ~ ~ClassName = ContactDefinition ~ MethodName = EnterTheValeInTextBox ~ Message = Exit ~ ScreenShot File = Not Applicable 
 T: 2018-01-31 18:23:46,358 |L: INFO |TH: Agent: adapter run thread for test 'ROLUserLodgesTheRequest' with id 'ad800b25-8537-447d-a8d1-09c05f882216' |L: MMSG.Automation |MSG:  UserName = 072270859 ~ Password = MOL1234 ~UserType=  ROLUser  ~ TransactionTimings =  ~ BrowserName = Chrome ~ ~ClassName = ContactDefinition ~ MethodName = SelelctingTheRadioButton ~ Message = Entry ~ ScreenShot File = Not Applicable 
 T: 2018-01-31 18:23:46,359 |L: INFO |TH: Agent: adapter run thread for test 'ROLUserLodgesTheRequest' with id 'ad800b25-8537-447d-a8d1-09c05f882216' |L: MMSG.Automation |MSG:  UserName = 072270859 ~ Password = MOL1234 ~UserType=  ROLUser  ~ TransactionTimings =  ~ BrowserName = Chrome ~ ~ClassName = ContactPage ~ MethodName = ValidateUserDetailsinYourDetails ~ Message = Entry ~ ScreenShot File = Not Applicable 
 T: 2018-01-31 18:23:46,608 |L: INFO |TH: Agent: adapter run thread for test 'ROLUserLodgesTheRequest' with id 'ad800b25-8537-447d-a8d1-09c05f882216' |L: MMSG.Automation |MSG:  UserName = 072270859 ~ Password = MOL1234 ~UserType=  ROLUser  ~ TransactionTimings =  ~ BrowserName = Chrome ~ ~ClassName = ContactDefinition ~ MethodName = SelelctingTheRadioButton ~ Message = Exit ~ ScreenShot File = Not Applicable 
 T: 2018-01-31 18:23:46,609 |L: INFO |TH: Agent: adapter run thread for test 'ROLUserLodgesTheRequest' with id 'ad800b25-8537-447d-a8d1-09c05f882216' |L: MMSG.Automation |MSG:  UserName = 072270859 ~ Password = MOL1234 ~UserType=  ROLUser  ~ TransactionTimings =  ~ BrowserName = Chrome ~ ~ClassName = ContactDefinition ~ MethodName = EnterTheValeInTextBox ~ Message = Entry ~ ScreenShot File = Not Applicable 
 T: 2018-01-31 18:23:46,609 |L: INFO |TH: Agent: adapter run thread for test 'ROLUserLodgesTheRequest' with id 'ad800b25-8537-447d-a8d1-09c05f882216' |L: MMSG.Automation |MSG:  UserName = 072270859 ~ Password = MOL1234 ~UserType=  ROLUser  ~ TransactionTimings =  ~ BrowserName = Chrome ~ ~ClassName = ContactPage ~ MethodName = ValidateUserDetailsinYourDetails ~ Message = Entry ~ ScreenShot File = Not Applicable 
 T: 2018-01-31 18:23:47,233 |L: INFO |TH: Agent: adapter run thread for test 'ROLUserLodgesTheRequest' with id 'ad800b25-8537-447d-a8d1-09c05f882216' |L: MMSG.Automation |MSG:  UserName = 072270859 ~ Password = MOL1234 ~UserType=  ROLUser  ~ TransactionTimings =  ~ BrowserName = Chrome ~ ~ClassName = ContactDefinition ~ MethodName = EnterTheValeInTextBox ~ Message = Exit ~ ScreenShot File = Not Applicable 
 T: 2018-01-31 18:23:47,234 |L: INFO |TH: Agent: adapter run thread for test 'ROLUserLodgesTheRequest' with id 'ad800b25-8537-447d-a8d1-09c05f882216' |L: MMSG.Automation |MSG:  UserName = 072270859 ~ Password = MOL1234 ~UserType=  ROLUser  ~ TransactionTimings =  ~ BrowserName = Chrome ~ ~ClassName = ContactDefinition ~ MethodName = ClickingOnButton ~ Message = Entry ~ ScreenShot File = Not Applicable 
 T: 2018-01-31 18:23:47,235 |L: INFO |TH: Agent: adapter run thread for test 'ROLUserLodgesTheRequest' with id 'ad800b25-8537-447d-a8d1-09c05f882216' |L: MMSG.Automation |MSG:  UserName = 072270859 ~ Password = MOL1234 ~UserType=  ROLUser  ~ TransactionTimings =  ~ BrowserName = Chrome ~ ~ClassName = ContactPage ~ MethodName = ValidateUserDetailsinYourDetails ~ Message = Entry ~ ScreenShot File = Not Applicable 
 T: 2018-01-31 18:24:14,112 |L: INFO |TH: Agent: adapter run thread for test 'ROLUserLodgesTheRequest' with id 'ad800b25-8537-447d-a8d1-09c05f882216' |L: MMSG.Automation |MSG:  UserName = 072270859 ~ Password = MOL1234 ~UserType=  ROLUser  ~ TransactionTimings =  ~ BrowserName = Chrome ~ ~ClassName = ContactDefinition ~ MethodName = ClickingOnButton ~ Message = Exit ~ ScreenShot File = Not Applicable 
 T: 2018-01-31 18:24:14,113 |L: INFO |TH: Agent: adapter run thread for test 'ROLUserLodgesTheRequest' with id 'ad800b25-8537-447d-a8d1-09c05f882216' |L: MMSG.Automation |MSG:  UserName = 072270859 ~ Password = MOL1234 ~UserType=  ROLUser  ~ TransactionTimings =  ~ BrowserName = Chrome ~ ~ClassName = ContactDefinition ~ MethodName = VerifyTheMessage ~ Message = Entry ~ ScreenShot File = Not Applicable 
 T: 2018-01-31 18:24:14,114 |L: INFO |TH: Agent: adapter run thread for test 'ROLUserLodgesTheRequest' with id 'ad800b25-8537-447d-a8d1-09c05f882216' |L: MMSG.Automation |MSG:  UserName = 072270859 ~ Password = MOL1234 ~UserType=  ROLUser  ~ TransactionTimings =  ~ BrowserName = Chrome ~ ~ClassName = ContactPage ~ MethodName = ValidateUserDetailsinYourDetails ~ Message = Entry ~ ScreenShot File = Not Applicable 
 T: 2018-01-31 18:24:19,154 |L: INFO |TH: Agent: adapter run thread for test 'ROLUserLodgesTheRequest' with id 'ad800b25-8537-447d-a8d1-09c05f882216' |L: MMSG.Automation |MSG:  UserName = 072270859 ~ Password = MOL1234 ~UserType=  ROLUser  ~ TransactionTimings =  ~ BrowserName = Chrome ~ ~TestCaseName  = ValidateTheUserDetails ~ ScenarioName =ROL user Lodges the Request ~ Result = Assert Passed ~ Message=  ~ ScreenShot File = Not Applicable 
 T: 2018-01-31 18:24:19,154 |L: INFO |TH: Agent: adapter run thread for test 'ROLUserLodgesTheRequest' with id 'ad800b25-8537-447d-a8d1-09c05f882216' |L: MMSG.Automation |MSG:  UserName = 072270859 ~ Password = MOL1234 ~UserType=  ROLUser  ~ TransactionTimings =  ~ BrowserName = Chrome ~ ~ClassName = ContactDefinition ~ MethodName = VerifyTheMessage ~ Message = Exit ~ ScreenShot File = Not Applicable 
 T: 2018-01-31 18:24:19,154 |L: INFO |TH: Agent: adapter run thread for test 'LogoutAsROLUser' with id '2bbe7630-6f12-4b9a-98af-6a8a0016062e' |L: MMSG.Automation |MSG:  UserName = 072270859 ~ Password = MOL1234 ~UserType=  ROLUser  ~ TransactionTimings =  ~ BrowserName = Chrome ~ ~ClassName = CommonAcceptanceTestDefinitions ~ MethodName = LogoutAsUser ~ Message = Entry ~ ScreenShot File = Not Applicable 
 T: 2018-01-31 18:24:19,169 |L: INFO |TH: Agent: adapter run thread for test 'LogoutAsROLUser' with id '2bbe7630-6f12-4b9a-98af-6a8a0016062e' |L: MMSG.Automation |MSG:  UserName = 072270859 ~ Password = MOL1234 ~UserType=  ROLUser  ~ TransactionTimings =  ~ BrowserName = Chrome ~ ~ClassName = ApplicationLoginPage ~ MethodName = ClickLogoutLink ~ Message = Entry ~ ScreenShot File = Not Applicable 
